Stimulus (mV),Current (mA),,,,,,,,
-169.7680359,5.62503E-06,,,,,,,,
-218.6569214,-0.000480472,,,,,,,,
-168.6935425,4.68753E-06,,,,,,,,
-218.1196594,-0.00048469,,,,,,,,
-168.156311,7.50005E-06,,,,,,,,
-217.0451965,-0.000488909,,,,,,,,
-167.0818176,1.12501E-05,,,,,,,,
-215.9707031,-0.000488909,,,,,,,,
-166.0073242,1.17188E-05,,,,,,,,
-214.8962402,-0.000492659,,,,,,,,
-164.9328613,1.26563E-05,,,,,,,,
-213.8217468,-0.000497816,,,,,,,,
-163.8583679,1.35938E-05,,,,,,,,
-212.7472534,-0.000502034,,,,,,,,
-162.783905,1.40626E-05,,,,,,,,
-211.6727905,-0.000505784,,,,,,,,
-161.7094116,1.50001E-05,,,,,,,,
-211.1355591,-0.000509534,,,,,,,,
-161.1721802,1.64063E-05,,,,,,,,
-210.0610657,-0.000515159,,,,,,,,
-160.0976868,1.92189E-05,,,,,,,,
-208.9865723,-0.000514222,,,,,,,,
-159.0232239,2.06251E-05,,,,,,,,
-207.9121094,-0.000519847,,,,,,,,
-157.9487305,1.96876E-05,,,,,,,,
-206.837616,-0.000521253,,,,,,,,
-156.8742371,2.01564E-05,,,,,,,,
-205.7631531,-0.000526409,,,,,,,,
-155.7997742,2.25001E-05,,,,,,,,
-204.6886597,-0.000531566,,,,,,,,
-154.7252808,2.25001E-05,,,,,,,,
-204.1514282,-0.000535316,,,,,,,,
-154.1880493,2.34376E-05,,,,,,,,
-203.0769348,-0.000540941,,,,,,,,
-153.1135559,2.71877E-05,,,,,,,,
-202.0024414,-0.000544691,,,,,,,,
-152.039093,2.62502E-05,,,,,,,,
-200.9279785,-0.000541878,,,,,,,,
-150.9645996,2.67189E-05,,,,,,,,
-199.8534851,-0.000547503,,,,,,,,
-149.8901062,2.62502E-05,,,,,,,,
-198.7790222,-0.000553128,,,,,,,,
-148.8156433,2.53127E-05,,,,,,,,
-197.7045288,-0.000553597,,,,,,,,
-147.7411499,2.57814E-05,,,,,,,,
-197.1672974,-0.000559222,,,,,,,,
-147.2039185,2.76564E-05,,,,,,,,
-196.092804,-0.000563441,,,,,,,,
-146.129425,3.09377E-05,,,,,,,,
-195.0183411,-0.00056766,,,,,,,,
-145.0549622,2.90627E-05,,,,,,,,
-193.9438477,-0.000566722,,,,,,,,
-143.9804688,2.90627E-05,,,,,,,,
-192.8693542,-0.000570941,,,,,,,,
-142.9060059,3.04689E-05,,,,,,,,
-191.7948914,-0.000574222,,,,,,,,
-141.8315125,2.76564E-05,,,,,,,,
-190.7203979,-0.000577503,,,,,,,,
-140.757019,2.67189E-05,,,,,,,,
-189.6459351,-0.000581254,,,,,,,,
-139.6825562,2.76564E-05,,,,,,,,
-189.1086731,-0.000584066,,,,,,,,
-139.1452942,2.67189E-05,,,,,,,,
-188.0342102,-0.00059016,,,,,,,,
-138.0708313,2.85939E-05,,,,,,,,
-186.9597168,-0.000587816,,,,,,,,
-136.9963379,2.85939E-05,,,,,,,,
-185.8852234,-0.000592504,,,,,,,,
-135.921875,2.71877E-05,,,,,,,,
-184.8107605,-0.000596722,,,,,,,,
-134.8473816,2.62502E-05,,,,,,,,
-183.7362671,-0.000600004,,,,,,,,
-133.7728882,2.53127E-05,,,,,,,,
-182.6618042,-0.000603754,,,,,,,,
-132.6984253,2.39064E-05,,,,,,,,
-182.1245422,-0.000606566,,,,,,,,
-132.1611938,2.39064E-05,,,,,,,,
-181.0500793,-0.000612191,,,,,,,,
-131.0867004,2.48439E-05,,,,,,,,
-179.9755859,-0.00060891,,,,,,,,
-130.012207,2.39064E-05,,,,,,,,
-178.901123,-0.000614535,,,,,,,,
-128.9377441,2.29689E-05,,,,,,,,
-177.8266296,-0.00061641,,,,,,,,
-127.8632507,2.06251E-05,,,,,,,,
-176.7521362,-0.000619691,,,,,,,,
-126.7887878,1.96876E-05,,,,,,,,
-175.6776733,-0.000622504,,,,,,,,
-125.7142944,1.78126E-05,,,,,,,,
-175.1404419,-0.000625316,,,,,,,,
-125.177063,1.59376E-05,,,,,,,,
-174.0659485,-0.000630004,,,,,,,,
-124.1025696,1.82814E-05,,,,,,,,
-172.9914551,-0.000627191,,,,,,,,
-123.0281067,1.78126E-05,,,,,,,,
-171.9169922,-0.000630004,,,,,,,,
-121.9536133,1.40626E-05,,,,,,,,
-170.8424988,-0.000633285,,,,,,,,
-120.8791199,1.45313E-05,,,,,,,,
-169.7680359,-0.000636566,,,,,,,,
-119.804657,1.31251E-05,,,,,,,,
-168.6935425,-0.00063891,,,,,,,,
-118.7301636,1.17188E-05,,,,,,,,
-168.156311,-0.000641254,,,,,,,,
-118.1929321,9.84381E-06,,,,,,,,
-167.0818176,-0.000645004,,,,,,,,
-117.1184387,1.35938E-05,,,,,,,,
-166.0073242,-0.000648285,,,,,,,,
-116.0439758,9.84381E-06,,,,,,,,
-164.9328613,-0.000645473,,,,,,,,
-114.9694824,7.9688E-06,,,,,,,,
-163.8583679,-0.000648285,,,,,,,,
-113.894989,5.15628E-06,,,,,,,,
-162.783905,-0.000649691,,,,,,,,
-112.8205261,4.21878E-06,,,,,,,,
-161.7094116,-0.000652035,,,,,,,,
-111.7460327,2.34376E-06,,,,,,,,
-160.6349182,-0.000652973,,,,,,,,
-110.6715698,0,,,,,,,,
-160.0976868,-0.000657192,,,,,,,,
-110.1343079,4.21878E-06,,,,,,,,
-159.0232239,-0.000659535,,,,,,,,
-109.059845,-1.87501E-06,,,,,,,,
-157.9487305,-0.000655785,,,,,,,,
-107.9853516,-1.40626E-06,,,,,,,,
-156.8742371,-0.000656254,,,,,,,,
-106.9108887,-4.68753E-06,,,,,,,,
-155.7997742,-0.000660004,,,,,,,,
-105.8363953,-5.15628E-06,,,,,,,,
-154.7252808,-0.000660942,,,,,,,,
-104.7619019,-7.9688E-06,,,,,,,,
-153.6508179,-0.000661879,,,,,,,,
-103.687439,-1.07813E-05,,,,,,,,
-153.1135559,-0.000664692,,,,,,,,
-103.150177,-1.21876E-05,,,,,,,,
-152.039093,-0.000666567,,,,,,,,
-102.0757141,-1.17188E-05,,,,,,,,
-150.9645996,-0.000663754,,,,,,,,
-101.0012207,-1.45313E-05,,,,,,,,
-149.8901062,-0.000662817,,,,,,,,
-99.92675781,-1.73439E-05,,,,,,,,
-148.8156433,-0.000666098,,,,,,,,
-98.8522644,-1.82814E-05,,,,,,,,
-147.7411499,-0.000668442,,,,,,,,
-97.777771,-2.06251E-05,,,,,,,,
-146.666687,-0.000667504,,,,,,,,
-96.70330811,-2.29689E-05,,,,,,,,
-146.129425,-0.00066891,,,,,,,,
-96.16607666,-2.67189E-05,,,,,,,,
-145.0549622,-0.000671723,,,,,,,,
-95.09158325,-2.48439E-05,,,,,,,,
-143.9804688,-0.000667504,,,,,,,,
-94.01708984,-2.67189E-05,,,,,,,,
-142.9060059,-0.000668442,,,,,,,,
-92.94262695,-2.85939E-05,,,,,,,,
-141.8315125,-0.000667973,,,,,,,,
-91.86813354,-3.32815E-05,,,,,,,,
-140.757019,-0.00066891,,,,,,,,
-90.79367065,-3.56252E-05,,,,,,,,
-139.6825562,-0.000669379,,,,,,,,
-89.71917725,-3.70315E-05,,,,,,,,
-139.1452942,-0.000669379,,,,,,,,
-89.1819458,-3.9844E-05,,,,,,,,
-138.0708313,-0.000670317,,,,,,,,
-88.10745239,-3.7969E-05,,,,,,,,
-136.9963379,-0.000665629,,,,,,,,
-87.03295898,-4.12503E-05,,,,,,,,
-135.921875,-0.000666567,,,,,,,,
-85.95849609,-4.40628E-05,,,,,,,,
-134.8473816,-0.000665629,,,,,,,,
-84.88400269,-4.64065E-05,,,,,,,,
-133.7728882,-0.000664692,,,,,,,,
-83.80953979,-4.87503E-05,,,,,,,,
-132.6984253,-0.000665629,,,,,,,,
-82.73504639,-5.10941E-05,,,,,,,,
-132.1611938,-0.000663754,,,,,,,,
-82.19781494,-5.39066E-05,,,,,,,,
-131.0867004,-0.000664223,,,,,,,,
-81.12332153,-5.01566E-05,,,,,,,,
-130.012207,-0.000662348,,,,,,,,
-80.04885864,-5.48441E-05,,,,,,,,
-128.9377441,-0.000657192,,,,,,,,
-78.97436523,-5.67191E-05,,,,,,,,
-127.8632507,-0.000656723,,,,,,,,
-77.89987183,-5.95316E-05,,,,,,,,
-126.7887878,-0.000655785,,,,,,,,
-76.82540894,-6.09379E-05,,,,,,,,
-125.7142944,-0.000652973,,,,,,,,
-75.75091553,-6.60942E-05,,,,,,,,
-124.639801,-0.000652973,,,,,,,,
-74.67645264,-6.75004E-05,,,,,,,,
-124.1025696,-0.000652035,,,,,,,,
-74.13919067,-6.46879E-05,,,,,,,,
-123.0281067,-0.000649691,,,,,,,,
-73.06472778,-6.79692E-05,,,,,,,,
-121.9536133,-0.000644535,,,,,,,,
-71.99023438,-7.21879E-05,,,,,,,,
-120.8791199,-0.000642191,,,,,,,,
-70.91577148,-7.50005E-05,,,,,,,,
-119.804657,-0.000640785,,,,,,,,
-69.84127808,-7.73442E-05,,,,,,,,
-118.7301636,-0.000637973,,,,,,,,
-68.76678467,-8.06255E-05,,,,,,,,
-117.6557007,-0.000637504,,,,,,,,
-67.69232178,-8.25005E-05,,,,,,,,
-117.1184387,-0.000632348,,,,,,,,
-67.15505981,-8.67193E-05,,,,,,,,
-116.0439758,-0.000633285,,,,,,,,
-66.08059692,-8.39068E-05,,,,,,,,
-114.9694824,-0.000626723,,,,,,,,
-65.00610352,-8.76568E-05,,,,,,,,
-113.894989,-0.000624379,,,,,,,,
-63.93164063,-9.18756E-05,,,,,,,,
-112.8205261,-0.000621566,,,,,,,,
-62.85714722,-9.42193E-05,,,,,,,,
-111.7460327,-0.000618285,,,,,,,,
-61.78265381,-9.70318E-05,,,,,,,,
-110.6715698,-0.000613598,,,,,,,,
-60.70819092,-9.89069E-05,,,,,,,,
-110.1343079,-0.00061266,,,,,,,,
-60.17095947,-0.000103126,,,,,,,,
-109.059845,-0.00060891,,,,,,,,
-59.09646606,-0.000103594,,,,,,,,
-107.9853516,-0.000603285,,,,,,,,
-58.02197266,-0.000105469,,,,,,,,
-106.9108887,-0.000600472,,,,,,,,
-56.94750977,-0.000108751,,,,,,,,
-105.8363953,-0.000595785,,,,,,,,
-55.87301636,-0.000111094,,,,,,,,
-104.7619019,-0.000592035,,,,,,,,
-54.79855347,-0.000115782,,,,,,,,
-103.687439,-0.000588754,,,,,,,,
-53.72406006,-0.000119063,,,,,,,,
-103.150177,-0.000583597,,,,,,,,
-53.18682861,-0.000121876,,,,,,,,
-102.0757141,-0.00058266,,,,,,,,
-52.11233521,-0.000120938,,,,,,,,
-101.0012207,-0.000577972,,,,,,,,
-51.0378418,-0.000124219,,,,,,,,
-99.92675781,-0.000571878,,,,,,,,
-49.96337891,-0.000127501,,,,,,,,
-98.8522644,-0.00056766,,,,,,,,
-48.8888855,-0.00013172,,,,,,,,
-97.777771,-0.000564378,,,,,,,,
-47.81442261,-0.000134532,,,,,,,,
-96.70330811,-0.000558753,,,,,,,,
-46.7399292,-0.000136876,,,,,,,,
-96.16607666,-0.000553597,,,,,,,,
-46.20269775,-0.000141095,,,,,,,,
-95.09158325,-0.000550785,,,,,,,,
-45.12820435,-0.000139688,,,,,,,,
-94.01708984,-0.000547503,,,,,,,,
-44.05374146,-0.000144845,,,,,,,,
-92.94262695,-0.000540472,,,,,,,,
-42.97924805,-0.000147657,,,,,,,,
-91.86813354,-0.000536722,,,,,,,,
-41.90475464,-0.000151407,,,,,,,,
-90.79367065,-0.000531566,,,,,,,,
-40.83029175,-0.00015422,,,,,,,,
-89.71917725,-0.000526878,,,,,,,,
-39.75579834,-0.000157501,,,,,,,,
-88.64468384,-0.000523597,,,,,,,,
-38.68133545,-0.000160313,,,,,,,,
-88.10745239,-0.000518909,,,,,,,,
-38.14407349,-0.00016172,,,,,,,,
-87.03295898,-0.000515628,,,,,,,,
-37.0696106,-0.000164063,,,,,,,,
-85.95849609,-0.000509534,,,,,,,,
-35.99511719,-0.000168751,,,,,,,,
-84.88400269,-0.000506253,,,,,,,,
-34.9206543,-0.000171564,,,,,,,,
-83.80953979,-0.000500159,,,,,,,,
-33.84616089,-0.000174376,,,,,,,,
-82.73504639,-0.000496409,,,,,,,,
-32.77166748,-0.000177657,,,,,,,,
-81.6605835,-0.000492659,,,,,,,,
-31.69720459,-0.000180939,,,,,,,,
-81.12332153,-0.000489378,,,,,,,,
-31.15994263,-0.00018422,,,,,,,,
-80.04885864,-0.000483753,,,,,,,,
-30.08547974,-0.000185157,,,,,,,,
-78.97436523,-0.000479065,,,,,,,,
-29.01098633,-0.00018797,,,,,,,,
-77.89987183,-0.000476253,,,,,,,,
-27.93652344,-0.000192657,,,,,,,,
-76.82540894,-0.000471097,,,,,,,,
-26.86203003,-0.00019547,,,,,,,,
-75.75091553,-0.000467347,,,,,,,,
-25.78753662,-0.000199689,,,,,,,,
-74.67645264,-0.00046219,,,,,,,,
-24.71307373,-0.000201564,,,,,,,,
-74.13919067,-0.000458909,,,,,,,,
-24.17584229,-0.00020672,,,,,,,,
-73.06472778,-0.000455628,,,,,,,,
-23.10134888,-0.000205314,,,,,,,,
-71.99023438,-0.000450472,,,,,,,,
-22.02685547,-0.000208595,,,,,,,,
-70.91577148,-0.000444846,,,,,,,,
-20.95239258,-0.000213751,,,,,,,,
-69.84127808,-0.000442971,,,,,,,,
-19.87789917,-0.000216095,,,,,,,,
-68.76678467,-0.000438284,,,,,,,,
-18.80343628,-0.000218908,,,,,,,,
-67.69232178,-0.000435003,,,,,,,,
-17.72894287,-0.000222658,,,,,,,,
-67.15505981,-0.000429846,,,,,,,,
-17.19171143,-0.000224533,,,,,,,,
-66.08059692,-0.000426096,,,,,,,,
-16.11721802,-0.000224533,,,,,,,,
-65.00610352,-0.000424221,,,,,,,,
-15.04272461,-0.000227814,,,,,,,,
-63.93164063,-0.000420003,,,,,,,,
-13.96826172,-0.000231095,,,,,,,,
-62.85714722,-0.000415784,,,,,,,,
-12.89376831,-0.000231095,,,,,,,,
-61.78265381,-0.000412503,,,,,,,,
-11.81930542,-0.000235783,,,,,,,,
-60.70819092,-0.000409221,,,,,,,,
-10.74481201,-0.000239064,,,,,,,,
-60.17095947,-0.000404534,,,,,,,,
-10.20758057,-0.000241876,,,,,,,,
-59.09646606,-0.000402659,,,,,,,,
-9.133087158,-0.000240939,,,,,,,,
-58.02197266,-0.000399846,,,,,,,,
-8.058624268,-0.000243283,,,,,,,,
-56.94750977,-0.000395627,,,,,,,,
-6.984130859,-0.000246564,,,,,,,,
-55.87301636,-0.000392815,,,,,,,,
-5.909637451,-0.000248439,,,,,,,,
-54.79855347,-0.000390471,,,,,,,,
-4.835174561,-0.000252189,,,,,,,,
-53.72406006,-0.000385315,,,,,,,,
-3.760681152,-0.000254533,,,,,,,,
-52.64956665,-0.00038344,,,,,,,,
-2.686218262,-0.000256877,,,,,,,,
-52.11233521,-0.000380627,,,,,,,,
-2.148956299,-0.000258283,,,,,,,,
-51.0378418,-0.000378284,,,,,,,,
-1.074493408,-0.000258283,,,,,,,,
-49.96337891,-0.00037594,,,,,,,,
0,-0.000260627,,,,,,,,
-48.8888855,-0.000373596,,,,,,,,
1.074493408,-0.000262502,,,,,,,,
-47.81442261,-0.000369846,,,,,,,,
2.148956299,-0.000264845,,,,,,,,
-46.7399292,-0.000367033,,,,,,,,
3.223449707,-0.000266252,,,,,,,,
-45.66543579,-0.000364221,,,,,,,,
4.297912598,-0.000268595,,,,,,,,
-45.12820435,-0.000362815,,,,,,,,
4.835174561,-0.000270939,,,,,,,,
-44.05374146,-0.000359533,,,,,,,,
5.909637451,-0.000270002,,,,,,,,
-42.97924805,-0.000358596,,,,,,,,
6.984130859,-0.000272345,,,,,,,,
-41.90475464,-0.000356721,,,,,,,,
8.05859375,-0.000275158,,,,,,,,
-40.83029175,-0.000352971,,,,,,,,
9.133087158,-0.000276564,,,,,,,,
-39.75579834,-0.000350627,,,,,,,,
10.20758057,-0.000277502,,,,,,,,
-38.68133545,-0.00034594,,,,,,,,
11.28204346,-0.000279845,,,,,,,,
-38.14407349,-0.000344533,,,,,,,,
11.8192749,-0.00028172,,,,,,,,
-37.0696106,-0.000342658,,,,,,,,
12.89379883,-0.000279377,,,,,,,,
-35.99511719,-0.000339377,,,,,,,,
13.96826172,-0.000283127,,,,,,,,
-34.9206543,-0.000337971,,,,,,,,
15.04272461,-0.000285002,,,,,,,,
-33.84616089,-0.00033469,,,,,,,,
16.1171875,-0.000286408,,,,,,,,
-32.77166748,-0.000331877,,,,,,,,
17.19171143,-0.000286408,,,,,,,,
-31.69720459,-0.000329065,,,,,,,,
18.26617432,-0.000287345,,,,,,,,
-31.15994263,-0.000326252,,,,,,,,
18.80340576,-0.000288283,,,,,,,,
-30.08547974,-0.000326252,,,,,,,,
19.87786865,-0.000289221,,,,,,,,
-29.01098633,-0.000324377,,,,,,,,
20.95239258,-0.000289221,,,,,,,,
-27.93652344,-0.000322033,,,,,,,,
22.02685547,-0.000291096,,,,,,,,
-26.86203003,-0.000320627,,,,,,,,
23.10131836,-0.000292971,,,,,,,,
-25.78753662,-0.000318283,,,,,,,,
24.17584229,-0.000292971,,,,,,,,
-24.71307373,-0.000316408,,,,,,,,
25.25030518,-0.000294377,,,,,,,,
-23.63858032,-0.000314533,,,,,,,,
26.32476807,-0.000294377,,,,,,,,
-23.10134888,-0.000313127,,,,,,,,
26.86199951,-0.000294846,,,,,,,,
-22.02685547,-0.000311721,,,,,,,,
27.93652344,-0.000295783,,,,,,,,
-20.95239258,-0.000310783,,,,,,,,
29.01098633,-0.000295783,,,,,,,,
-19.87789917,-0.000308908,,,,,,,,
30.08544922,-0.000298596,,,,,,,,
-18.80343628,-0.000307971,,,,,,,,
31.15997314,-0.000298127,,,,,,,,
-17.72894287,-0.000306564,,,,,,,,
32.23443604,-0.000299533,,,,,,,,
-16.65444946,-0.000304689,,,,,,,,
33.30889893,-0.000300002,,,,,,,,
-16.11721802,-0.000303752,,,,,,,,
33.84613037,-0.000300471,,,,,,,,
-15.04272461,-0.000303283,,,,,,,,
34.9206543,-0.000299533,,,,,,,,
-13.96826172,-0.000300471,,,,,,,,
35.99511719,-0.000300002,,,,,,,,
-12.89376831,-0.000300471,,,,,,,,
37.06958008,-0.000300471,,,,,,,,
-11.81930542,-0.000299533,,,,,,,,
38.144104,-0.000301408,,,,,,,,
-10.74481201,-0.000298596,,,,,,,,
39.21856689,-0.000301877,,,,,,,,
-9.670318604,-0.000297658,,,,,,,,
40.29302979,-0.000303752,,,,,,,,
-9.133087158,-0.000295783,,,,,,,,
40.83026123,-0.000304221,,,,,,,,
-8.058624268,-0.000294846,,,,,,,,
41.90478516,-0.000303283,,,,,,,,
-6.984130859,-0.000293908,,,,,,,,
42.97924805,-0.000302814,,,,,,,,
-5.909637451,-0.000293439,,,,,,,,
44.05371094,-0.000304221,,,,,,,,
-4.835174561,-0.000292971,,,,,,,,
45.12823486,-0.000305158,,,,,,,,
-3.760681152,-0.000291096,,,,,,,,
46.20269775,-0.000305158,,,,,,,,
-2.686218262,-0.000290627,,,,,,,,
47.27716064,-0.000304689,,,,,,,,
-2.148956299,-0.000290627,,,,,,,,
47.81439209,-0.000304221,,,,,,,,
-1.074493408,-0.000288283,,,,,,,,
48.88891602,-0.000308439,,,,,,,,
0,-0.000284064,,,,,,,,
49.96337891,-0.000308439,,,,,,,,
1.074493408,-0.000283127,,,,,,,,
51.0378418,-0.000308908,,,,,,,,
2.148956299,-0.000282658,,,,,,,,
52.11230469,-0.000309846,,,,,,,,
3.223449707,-0.00028172,,,,,,,,
53.18682861,-0.000308908,,,,,,,,
4.297912598,-0.000281252,,,,,,,,
54.2612915,-0.000309377,,,,,,,,
4.835174561,-0.000280314,,,,,,,,
54.79852295,-0.000308908,,,,,,,,
5.909637451,-0.000280314,,,,,,,,
55.87298584,-0.000309377,,,,,,,,
6.984130859,-0.000278908,,,,,,,,
56.94750977,-0.000309846,,,,,,,,
8.05859375,-0.000278439,,,,,,,,
58.02197266,-0.000310314,,,,,,,,
9.133087158,-0.000277502,,,,,,,,
59.09643555,-0.000310314,,,,,,,,
10.20758057,-0.000277502,,,,,,,,
60.17095947,-0.000310314,,,,,,,,
11.28204346,-0.000276564,,,,,,,,
61.24542236,-0.000310314,,,,,,,,
12.35653687,-0.000275627,,,,,,,,
62.31988525,-0.000310314,,,,,,,,
12.89379883,-0.000274689,,,,,,,,
62.8571167,-0.000310314,,,,,,,,
13.96826172,-0.000274689,,,,,,,,
63.93164063,-0.000310783,,,,,,,,
15.04272461,-0.000274689,,,,,,,,
65.00610352,-0.000309846,,,,,,,,
16.1171875,-0.000272814,,,,,,,,
66.08056641,-0.000309377,,,,,,,,
17.19171143,-0.000273283,,,,,,,,
67.15509033,-0.000309846,,,,,,,,
18.26617432,-0.000271877,,,,,,,,
68.22955322,-0.000310314,,,,,,,,
19.34063721,-0.000271877,,,,,,,,
69.30401611,-0.000309846,,,,,,,,
19.87786865,-0.000270939,,,,,,,,
69.84124756,-0.000310783,,,,,,,,
20.95239258,-0.00027047,,,,,,,,
70.91577148,-0.000309846,,,,,,,,
22.02685547,-0.000269533,,,,,,,,
71.99023438,-0.000310783,,,,,,,,
23.10131836,-0.000269064,,,,,,,,
73.06469727,-0.000309846,,,,,,,,
24.17584229,-0.000269533,,,,,,,,
74.13922119,-0.000311252,,,,,,,,
25.25030518,-0.000270002,,,,,,,,
75.21368408,-0.000310783,,,,,,,,
26.32476807,-0.000269064,,,,,,,,
76.28814697,-0.000310314,,,,,,,,
26.86199951,-0.000267189,,,,,,,,
76.82537842,-0.000310783,,,,,,,,
27.93652344,-0.000267189,,,,,,,,
77.89990234,-0.000308908,,,,,,,,
29.01098633,-0.000266252,,,,,,,,
78.97436523,-0.000309846,,,,,,,,
30.08544922,-0.000267189,,,,,,,,
80.04882813,-0.000309846,,,,,,,,
31.15997314,-0.000265783,,,,,,,,
81.12335205,-0.000310314,,,,,,,,
32.23443604,-0.000265314,,,,,,,,
82.19781494,-0.000310783,,,,,,,,
33.30889893,-0.000263908,,,,,,,,
83.27227783,-0.000309846,,,,,,,,
33.84613037,-0.000265314,,,,,,,,
83.80950928,-0.000309846,,,,,,,,
34.9206543,-0.000263439,,,,,,,,
84.8840332,-0.000310783,,,,,,,,
35.99511719,-0.000262033,,,,,,,,
85.95849609,-0.000309846,,,,,,,,
37.06958008,-0.000262502,,,,,,,,
87.03295898,-0.000309377,,,,,,,,
38.144104,-0.000262502,,,,,,,,
88.10742188,-0.000310783,,,,,,,,
39.21856689,-0.000262033,,,,,,,,
89.1819458,-0.000310314,,,,,,,,
40.29302979,-0.000261564,,,,,,,,
90.25640869,-0.000310314,,,,,,,,
40.83026123,-0.000262033,,,,,,,,
90.79364014,-0.000308908,,,,,,,,
41.90478516,-0.000260627,,,,,,,,
91.86816406,-0.000309377,,,,,,,,
42.97924805,-0.000260158,,,,,,,,
92.94262695,-0.000309377,,,,,,,,
44.05371094,-0.000260158,,,,,,,,
94.01708984,-0.000309846,,,,,,,,
45.12823486,-0.00025922,,,,,,,,
95.09155273,-0.000308439,,,,,,,,
46.20269775,-0.000259689,,,,,,,,
96.16607666,-0.000309377,,,,,,,,
47.27716064,-0.000258752,,,,,,,,
97.24053955,-0.000309846,,,,,,,,
48.35162354,-0.00025922,,,,,,,,
98.31500244,-0.000307033,,,,,,,,
48.88891602,-0.000262033,,,,,,,,
98.85223389,-0.000305627,,,,,,,,
49.96337891,-0.000260627,,,,,,,,
99.92675781,-0.000306096,,,,,,,,
51.0378418,-0.000262033,,,,,,,,
101.0012207,-0.000305627,,,,,,,,
52.11230469,-0.000260627,,,,,,,,
102.0756836,-0.000305627,,,,,,,,
53.18682861,-0.000259689,,,,,,,,
103.1502075,-0.000305158,,,,,,,,
54.2612915,-0.00025922,,,,,,,,
104.2246704,-0.000305627,,,,,,,,
55.33575439,-0.000260627,,,,,,,,
105.2991333,-0.000305627,,,,,,,,
55.87298584,-0.000260627,,,,,,,,
105.8363647,-0.000304689,,,,,,,,
56.94750977,-0.000260627,,,,,,,,
106.9108887,-0.000305158,,,,,,,,
58.02197266,-0.000260158,,,,,,,,
107.9853516,-0.000304689,,,,,,,,
59.09643555,-0.000258283,,,,,,,,
109.0598145,-0.000304221,,,,,,,,
60.17095947,-0.000258283,,,,,,,,
110.1343384,-0.000304221,,,,,,,,
61.24542236,-0.000258283,,,,,,,,
111.2088013,-0.000304221,,,,,,,,
62.31988525,-0.000258752,,,,,,,,
112.2832642,-0.000303283,,,,,,,,
62.8571167,-0.000257814,,,,,,,,
112.8204956,-0.000304221,,,,,,,,
63.93164063,-0.000257814,,,,,,,,
113.8950195,-0.000303752,,,,,,,,
