N,X,Y,Z,Time,Jitter,Time Calculated,Sender
209,-1.025,0.007,0.008,1654115200.921974,-0.00038294792175719294,1654115200.9223568,20.0
210,-1.025,0.007,0.007,1654115201.128545,0.006188154220581055,1654115201.122357,20.0
211,-1.025,0.007,0.007,1654115201.301936,-0.020420980453494053,1654115201.322357,20.0
212,-1.025,0.007,0.007,1654115201.50781,-0.014546775817876778,1654115201.522357,20.0
213,-1.025,0.007,0.008,1654115201.893402,0.1710452079772935,1654115201.7223568,20.0
214,-1.025,0.007,0.007,1654115201.909041,-0.01331596374512145,1654115201.9223568,20.0
215,-1.025,0.006,0.007,1654115202.111408,-0.010948896408081055,1654115202.122357,20.0
216,-1.025,0.007,0.007,1654115202.315486,-0.0068709373474149515,1654115202.322357,20.0
217,-1.025,0.006,0.007,1654115202.520641,-0.001715803146367989,1654115202.522357,20.0
218,-1.025,0.007,0.007,1654115202.720609,-0.0017479419708266164,1654115202.7223568,20.0
219,-1.025,0.007,0.007,1654115202.925837,0.0034801483154254242,1654115202.9223568,20.0
220,-1.025,0.006,0.007,1654115203.759027,0.6366701126098633,1654115203.122357,20.0
221,-1.025,0.007,0.007,1654115203.759027,0.43667011260986044,1654115203.322357,20.0
222,-1.025,0.007,0.007,1654115203.759027,0.2366701126098576,1654115203.522357,20.0
223,-1.025,0.007,0.007,1654115203.759027,0.03667011260986186,1654115203.7223568,20.0
224,-1.025,0.007,0.007,1654115203.931894,0.00953717231750062,1654115203.9223568,20.0
225,-1.025,0.007,0.007,1654115204.121425,-0.0009319782257080078,1654115204.122357,20.0
226,-1.025,0.007,0.007,1654115204.325628,0.0032711505889864156,1654115204.322357,20.0
227,-1.025,0.007,0.007,1654115204.514703,-0.007653856277471505,1654115204.522357,20.0
228,-1.025,0.007,0.007,1654115204.719576,-0.0027810096740736867,1654115204.7223568,20.0
229,-1.025,0.007,0.007,1654115204.907146,-0.01521091461182067,1654115204.9223568,20.0
230,-1.025,0.007,0.007,1654115205.11274,-0.009616851806640625,1654115205.122357,20.0
231,-1.025,0.007,0.007,1654115205.381401,0.05904417037963583,1654115205.322357,20.0
232,-1.025,0.007,0.007,1654115205.516682,-0.005674982070928536,1654115205.522357,20.0
233,-1.025,0.007,0.008,1654115205.718138,-0.00421891212463521,1654115205.7223568,20.0
234,-1.025,0.007,0.007,1654115205.918588,-0.0037689685821575836,1654115205.9223568,20.0
235,-1.025,0.007,0.007,1654115206.119526,-0.002830982208251953,1654115206.122357,20.0
236,-1.025,0.007,0.007,1654115206.340541,0.01818399429321005,1654115206.322357,20.0
237,-1.025,0.007,0.008,1654115206.529371,0.0070141315460148235,1654115206.522357,20.0
238,-1.026,0.007,0.007,1654115206.702542,-0.01981482505798482,1654115206.7223568,20.0
239,-1.025,0.007,0.007,1654115206.956195,0.03383822441100648,1654115206.9223568,20.0
240,-1.025,0.007,0.007,1654115207.112911,-0.009445905685424805,1654115207.122357,20.0
241,-1.026,0.007,0.007,1654115207.31785,-0.004506778717043858,1654115207.322357,20.0
242,-1.025,0.007,0.007,1654115207.507239,-0.01511778831482502,1654115207.522357,20.0
243,-1.026,0.007,0.007,1654115207.714237,-0.008119916915894976,1654115207.7223568,20.0
244,-1.025,0.007,0.007,1654115207.919993,-0.0023639678955120758,1654115207.9223568,20.0
245,-1.025,0.007,0.007,1654115208.126442,0.004085063934326172,1654115208.122357,20.0
246,-1.025,0.007,0.007,1654115208.327623,0.005265998840329189,1654115208.322357,20.0
247,-1.025,0.007,0.008,1654115208.504467,-0.017889881134038887,1654115208.522357,20.0
248,-1.025,0.007,0.007,1654115208.710043,-0.012313938140870562,1654115208.7223568,20.0
249,-1.016,-0.14100000000000001,-0.027,1654115208.915144,-0.007212924957279654,1654115208.9223568,20.0
250,-1.124,0.065,0.043000000000000003,1654115209.104027,-0.018329858779907227,1654115209.122357,20.0
251,-1.034,0.129,-0.009000000000000001,1654115209.309465,-0.012891960144045811,1654115209.322357,20.0
252,-1.034,0.088,0.033,1654115209.514663,-0.007693910598760567,1654115209.522357,20.0
253,-1.027,0.025,0.004,1654115209.720567,-0.0017899036407484914,1654115209.7223568,20.0
254,-0.992,0.014,0.005,1654115209.926519,0.004162025451655893,1654115209.9223568,20.0
255,-1.025,0.007,0.007,1654115210.116091,-0.006265878677368164,1654115210.122357,20.0
256,-1.026,0.007,0.007,1654115210.305259,-0.017097902297976475,1654115210.322357,20.0
257,-1.025,0.007,0.007,1654115210.589873,0.06751618385314373,1654115210.522357,20.0
258,-1.025,0.007,0.007,1654115210.715329,-0.0070279598236098195,1654115210.7223568,20.0
259,-1.025,0.007,0.008,1654115210.906024,-0.016332912445072623,1654115210.9223568,20.0
260,-1.025,0.007,0.008,1654115211.111953,-0.010403871536254883,1654115211.122357,20.0
261,-1.025,0.007,0.007,1654115211.318231,-0.004125785827639561,1654115211.322357,20.0
262,-1.025,0.007,0.007,1654115211.585649,0.06329212188720135,1654115211.522357,20.0
263,-1.025,0.007,0.007,1654115211.71661,-0.005746936798097124,1654115211.7223568,20.0
264,-1.025,0.007,0.007,1654115211.922322,-3.4856796268911694e-05,1654115211.9223568,20.0
265,-1.025,0.007,0.007,1654115212.096507,-0.02584981918334961,1654115212.122357,20.0
266,-1.025,0.007,0.007,1654115212.303257,-0.019099903106692295,1654115212.322357,20.0
267,-1.025,0.007,0.007,1654115212.509127,-0.013229990005498848,1654115212.522357,20.0
268,-1.025,0.007,0.007,1654115212.714555,-0.007801866531373491,1654115212.7223568,20.0
269,-1.025,0.007,0.007,1654115212.920317,-0.0020399570465130523,1654115212.9223568,20.0
270,-1.025,0.007,0.007,1654115213.120591,-0.0017659664154052734,1654115213.122357,20.0
271,-1.025,0.006,0.007,1654115213.325123,0.0027661800384493063,1654115213.322357,20.0
272,-1.025,0.007,0.007,1654115213.517631,-0.004725837707525216,1654115213.522357,20.0
273,-1.025,0.007,0.007,1654115213.722218,-0.00013885498047017109,1654115213.7223568,20.0
274,-1.025,0.007,0.007,1654115213.896737,-0.025619792938236685,1654115213.9223568,20.0
275,-1.025,0.007,0.008,1654115214.102848,-0.019508838653564453,1654115214.122357,20.0
276,-1.025,0.007,0.007,1654115214.308587,-0.013769817352297764,1654115214.322357,20.0
277,-1.025,0.007,0.007,1654115214.513236,-0.009120845794683419,1654115214.522357,20.0
278,-1.025,0.007,0.007,1654115214.830111,0.10775413513183452,1654115214.7223568,20.0
279,-1.025,0.008,0.007,1654115214.980856,0.058499050140376596,1654115214.9223568,20.0
280,-1.025,0.007,0.007,1654115216.201917,1.0795600414276123,1654115215.122357,20.0
281,-1.025,0.007,0.008,1654115216.201917,0.8795600414276095,1654115215.322357,20.0
282,-1.025,0.007,0.007,1654115216.201917,0.6795600414276066,1654115215.522357,20.0
283,-1.025,0.006,0.007,1654115216.201917,0.4795600414276109,1654115215.7223568,20.0
284,-1.025,0.007,0.007,1654115216.201917,0.27956004142760804,1654115215.9223568,20.0
285,-1.025,0.007,0.007,1654115216.201917,0.0795600414276123,1654115216.122357,20.0
286,-1.025,0.007,0.008,1654115216.311852,-0.010504913330080967,1654115216.322357,20.0
287,-1.025,0.007,0.007,1654115216.516991,-0.005365991592412911,1654115216.522357,20.0
288,-1.025,0.007,0.007,1654115216.714657,-0.007699823379518023,1654115216.7223568,20.0
289,-1.025,0.007,0.007,1654115216.919538,-0.002818870544437857,1654115216.9223568,20.0
290,-1.025,0.006,0.007,1654115217.125543,0.0031862258911132812,1654115217.122357,20.0
291,-1.025,0.007,0.008,1654115217.330442,0.008085060119626064,1654115217.322357,20.0
292,-1.025,0.007,0.007,1654115217.505139,-0.017217779159551583,1654115217.522357,20.0
293,-1.025,0.007,0.008,1654115217.710878,-0.01147899627685689,1654115217.7223568,20.0
294,-1.025,0.007,0.007,1654115217.947024,0.024667215347285776,1654115217.9223568,20.0
295,-1.025,0.007,0.007,1654115218.105043,-0.01731395721435547,1654115218.122357,20.0
296,-1.025,0.007,0.007,1654115218.310572,-0.011784982681277256,1654115218.322357,20.0
297,-1.025,0.007,0.007,1654115218.516172,-0.006184959411626778,1654115218.522357,20.0
298,-1.025,0.007,0.007,1654115218.721062,-0.0012949466705336476,1654115218.7223568,20.0
299,-1.025,0.007,0.007,1654115218.96852,0.04616303443908265,1654115218.9223568,20.0
300,-1.025,0.007,0.007,1654115219.157602,0.03524518013000488,1654115219.122357,20.0
301,-1.025,0.007,0.007,1654115219.304105,-0.018251848220828037,1654115219.322357,20.0
302,-1.025,0.007,0.007,1654115219.509188,-0.013168954849248848,1654115219.522357,20.0
303,-1.025,0.007,0.007,1654115220.399425,0.6770681381225572,1654115219.7223568,20.0
304,-1.025,0.007,0.007,1654115220.399425,0.47706813812255433,1654115219.9223568,20.0
305,-1.025,0.007,0.007,1654115220.399425,0.2770681381225586,1654115220.122357,20.0
306,-1.025,0.007,0.007,1654115220.399425,0.07706813812255575,1654115220.322357,20.0
307,-1.025,0.007,0.007,1654115220.524978,0.002621030807489433,1654115220.522357,20.0
308,-1.025,0.007,0.007,1654115220.713336,-0.00902090072631978,1654115220.7223568,20.0
309,-1.025,0.007,0.007,1654115220.920598,-0.0017588615417523101,1654115220.9223568,20.0
310,-1.026,0.007,0.007,1654115221.109798,-0.012558937072753906,1654115221.122357,20.0
311,-1.025,0.007,0.007,1654115221.300379,-0.021977853775027256,1654115221.322357,20.0
312,-1.025,0.007,0.008,1654115221.505581,-0.016775989532476387,1654115221.522357,20.0
313,-1.025,0.007,0.007,1654115221.710656,-0.011700963974000445,1654115221.7223568,20.0
314,-1.025,0.007,0.007,1654115221.910137,-0.012219953536991568,1654115221.9223568,20.0
315,-1.025,0.007,0.007,1654115222.114924,-0.0074329376220703125,1654115222.122357,20.0
316,-1.025,0.007,0.008,1654115222.3204,-0.001956892013552647,1654115222.322357,20.0
317,-1.026,0.007,0.007,1654115222.526065,0.003708219528192558,1654115222.522357,20.0
318,-1.0230000000000001,0.008,0.009000000000000001,1654115222.725689,0.003332042694090376,1654115222.7223568,20.0
319,-1.024,0.008,0.008,1654115222.900518,-0.021838951110844107,1654115222.9223568,20.0
320,-1.01,0.295,-0.002,1654115223.119345,-0.003011941909790039,1654115223.122357,20.0
321,-1.078,0.101,-0.024,1654115223.309034,-0.013322782516482334,1654115223.322357,20.0
322,-0.908,0.338,-0.25,1654115223.515069,-0.007287883758550606,1654115223.522357,20.0
323,-0.871,0.388,0.001,1654115223.720494,-0.001862859725960675,1654115223.7223568,20.0
324,-0.965,0.374,0.33,1654115223.910632,-0.011724996566769619,1654115223.9223568,20.0
325,-0.872,0.12,0.491,1654115224.193717,0.07136011123657227,1654115224.122357,20.0
326,-0.969,0.015,0.41000000000000003,1654115224.320763,-0.0015937805175809672,1654115224.322357,20.0
327,-1.043,0.0,0.329,1654115224.526427,0.00407013893126873,1654115224.522357,20.0
328,-0.987,-0.084,0.11,1654115224.699543,-0.02281389236451048,1654115224.7223568,20.0
329,-1.0050000000000001,0.07100000000000001,-0.17500000000000002,1654115224.904634,-0.017722892761227627,1654115224.9223568,20.0
330,-1.01,0.14300000000000002,-0.107,1654115225.110434,-0.011922836303710938,1654115225.122357,20.0
331,-1.062,0.11800000000000001,0.017,1654115225.315758,-0.006598901748660069,1654115225.322357,20.0
332,-0.999,0.151,-0.003,1654115225.521059,-0.00129785537720295,1654115225.522357,20.0
333,-0.987,0.033,0.013000000000000001,1654115225.710771,-0.011585807800301495,1654115225.7223568,20.0
334,-1.025,0.017,0.003,1654115225.916897,-0.005459833145138759,1654115225.9223568,20.0
335,-1.025,-0.006,0.007,1654115226.12127,-0.0010869503021240234,1654115226.122357,20.0
336,-1.025,0.006,0.008,1654115226.326459,0.004102039337155361,1654115226.322357,20.0
337,-1.025,0.006,0.008,1654115226.514389,-0.007967853546148262,1654115226.522357,20.0
338,-1.025,0.006,0.008,1654115226.710571,-0.011785840988167706,1654115226.7223568,20.0
339,-1.025,0.006,0.008,1654115226.908328,-0.014028835296628017,1654115226.9223568,20.0
340,-1.025,0.006,0.007,1654115227.105488,-0.01686882972717285,1654115227.122357,20.0
341,-1.025,0.006,0.007,1654115227.313022,-0.0093349933624296,1654115227.322357,20.0
342,-1.025,0.006,0.007,1654115227.519263,-0.0030938625335750203,1654115227.522357,20.0
343,-1.025,0.006,0.007,1654115227.725202,0.0028451919555578797,1654115227.7223568,20.0
344,-1.025,0.006,0.008,1654115227.914534,-0.007822799682614345,1654115227.9223568,20.0
345,-1.025,0.006,0.008,1654115228.12068,-0.001676797866821289,1654115228.122357,20.0
346,-1.026,0.005,0.007,1654115228.352627,0.030270147323605556,1654115228.322357,20.0
347,-1.025,0.006,0.007,1654115228.511643,-0.01071395874024006,1654115228.522357,20.0
348,-1.024,0.006,0.008,1654115228.706023,-0.016333913803109112,1654115228.7223568,20.0
349,-1.025,0.006,0.008,1654115228.906871,-0.015485811233517666,1654115228.9223568,20.0
350,-1.059,-0.009000000000000001,0.007,1654115229.112598,-0.009758949279785156,1654115229.122357,20.0
351,-0.608,-0.231,0.604,1654115229.348785,0.026428031921383877,1654115229.322357,20.0
352,0.438,0.225,0.767,1654115229.523357,0.0010000228881779094,1654115229.522357,20.0
353,1.0230000000000001,0.291,0.494,1654115229.713917,-0.008439874649056378,1654115229.7223568,20.0
354,0.886,0.17200000000000001,-0.124,1654115229.919966,-0.002390909194943447,1654115229.9223568,20.0
355,0.964,0.11800000000000001,-0.15,1654115230.125323,0.002966165542602539,1654115230.122357,20.0
356,0.963,0.129,0.032,1654115230.311777,-0.010579776763918858,1654115230.322357,20.0
357,0.136,-0.065,0.868,1654115230.51268,-0.009676837921148262,1654115230.522357,20.0
358,-1.116,-0.388,0.539,1654115230.714077,-0.00827989578247923,1654115230.7223568,20.0
359,-1.078,-0.129,-0.08600000000000001,1654115230.916975,-0.0053818702697725485,1654115230.9223568,20.0
360,-1.031,-0.039,-0.08600000000000001,1654115231.121818,-0.0005388259887695312,1654115231.122357,20.0
361,-1.0150000000000001,-0.013000000000000001,-0.044,1654115231.318276,-0.004080963134768467,1654115231.322357,20.0
362,-1.028,0.02,0.007,1654115231.519321,-0.0030359268188533406,1654115231.522357,20.0
363,-1.022,0.0,0.006,1654115231.722805,0.00044813156127077036,1654115231.7223568,20.0
364,-1.026,-0.004,0.009000000000000001,1654115231.928958,0.006601047515871983,1654115231.9223568,20.0
365,-1.027,0.006,0.008,1654115232.102657,-0.019699811935424805,1654115232.122357,20.0
366,-1.027,0.005,0.007,1654115232.308007,-0.014349889755251866,1654115232.322357,20.0
367,-1.026,0.005,0.007,1654115232.512919,-0.009437942504888497,1654115232.522357,20.0
368,-1.026,0.006,0.007,1654115232.718508,-0.0038488864898766906,1654115232.7223568,20.0
369,-1.025,0.006,0.007,1654115232.908871,-0.01348595619201376,1654115232.9223568,20.0
370,-1.025,0.005,0.007,1654115233.114311,-0.00804591178894043,1654115233.122357,20.0
371,-1.026,0.005,0.007,1654115233.320019,-0.0023378849029569437,1654115233.322357,20.0
372,-1.025,0.005,0.007,1654115233.530554,0.008197164535516777,1654115233.522357,20.0
373,-1.025,0.005,0.007,1654115233.731913,0.009556198120108661,1654115233.7223568,20.0
374,-1.025,0.005,0.007,1654115233.905162,-0.017194795608517666,1654115233.9223568,20.0
375,-1.025,0.005,0.007,1654115234.111841,-0.010515928268432617,1654115234.122357,20.0
376,-1.025,0.005,0.007,1654115234.31778,-0.004576873779299717,1654115234.322357,20.0
377,-1.025,0.005,0.007,1654115234.571078,0.048721170425409355,1654115234.522357,20.0
378,-1.025,0.005,0.007,1654115234.712202,-0.010154819488533917,1654115234.7223568,20.0
379,-1.025,0.005,0.007,1654115234.917912,-0.004444885253903408,1654115234.9223568,20.0
380,-1.025,0.005,0.007,1654115235.123659,0.0013020038604736328,1654115235.122357,20.0
381,-1.025,0.005,0.007,1654115235.32959,0.007233190536496181,1654115235.322357,20.0
382,-1.025,0.005,0.007,1654115235.597876,0.07551918029784588,1654115235.522357,20.0
383,-1.025,0.005,0.007,1654115235.7087,-0.013656949996956769,1654115235.7223568,20.0
384,-1.025,0.005,0.007,1654115235.914591,-0.007765817642223283,1654115235.9223568,20.0
385,-1.025,0.005,0.007,1654115236.103493,-0.018863916397094727,1654115236.122357,20.0
386,-1.025,0.005,0.007,1654115236.393983,0.07162599563598349,1654115236.322357,20.0
387,-1.025,0.005,0.007,1654115236.519821,-0.002535963058477364,1654115236.522357,20.0
388,-1.025,0.005,0.007,1654115236.725915,0.0035580635070715516,1654115236.7223568,20.0
389,-1.026,0.005,0.007,1654115236.929641,0.0072841167449837485,1654115236.9223568,20.0
390,-1.025,0.005,0.007,1654115237.118018,-0.004338979721069336,1654115237.122357,20.0
391,-1.025,0.005,0.007,1654115237.323615,0.0012581825256319235,1654115237.322357,20.0
392,-1.025,0.006,0.007,1654115237.513369,-0.008987808227544747,1654115237.522357,20.0
393,-1.025,0.005,0.007,1654115237.752595,0.0302380561828528,1654115237.7223568,20.0
394,-1.025,0.005,0.007,1654115237.909413,-0.012943792343151017,1654115237.9223568,20.0
395,-1.025,0.005,0.007,1654115238.165068,0.04271101951599121,1654115238.122357,20.0
396,-1.025,0.006,0.007,1654115238.320097,-0.002259922027590733,1654115238.322357,20.0
397,-1.025,0.005,0.007,1654115238.524919,0.002562141418451347,1654115238.522357,20.0
398,-1.025,0.005,0.007,1654115238.793769,0.07141199111937624,1654115238.7223568,20.0
399,-1.025,0.005,0.007,1654115238.920371,-0.001985836029064103,1654115238.9223568,20.0
400,-1.025,0.005,0.008,1654115239.125167,0.0028100013732910156,1654115239.122357,20.0
401,-1.025,0.005,0.007,1654115239.299713,-0.022643995285037022,1654115239.322357,20.0
402,-1.025,0.005,0.007,1654115239.504051,-0.018305921554571114,1654115239.522357,20.0
403,-1.025,0.005,0.007,1654115239.789983,0.06762614250182253,1654115239.7223568,20.0
404,-1.025,0.005,0.007,1654115239.916314,-0.006043004989635392,1654115239.9223568,20.0
405,-1.025,0.005,0.007,1654115240.618736,0.49637913703918457,1654115240.122357,20.0
406,-1.025,0.005,0.007,1654115240.619784,0.2974272251129122,1654115240.322357,20.0
407,-1.025,0.005,0.007,1654115240.621756,0.09939918518065838,1654115240.522357,20.0
408,-1.025,0.005,0.007,1654115240.723715,0.0013581752777014344,1654115240.7223568,20.0
409,-1.025,0.005,0.007,1654115240.928575,0.0062181472778206626,1654115240.9223568,20.0
410,-1.025,0.005,0.007,1654115241.10185,-0.020506858825683594,1654115241.122357,20.0
411,-1.025,0.005,0.007,1654115241.308177,-0.014179897308352452,1654115241.322357,20.0
412,-1.025,0.005,0.007,1654115241.513617,-0.008739852905279122,1654115241.522357,20.0
